Latitude,Longitude,Display Name
35.6821936,139.762221,Tokio
-6.175247,106.8270488,Jakarta
28.6273928,77.1716954,Delhi
14.5906346,120.9799964,Manila
37.5666791,126.9782914,Seol
31.2323437,121.4691024,Shanghai
18.9733536,72.82810491917377,Mumbai
40.7127281,-74.0060152,New York City
39.9057136,116.3912972,Beijing
-23.5506507,-46.6333824,Sao Paulo
